"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_25_9_2020.CR1","4460","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-09-26 00:01:00",764,18.47627,18.41031,18.78019,18.67481,"NAN",25.76623
"2020-09-26 00:02:00",765,18.40253,18.40888,18.3548,18.28662,"NAN",25.78844
"2020-09-26 00:03:00",766,18.43157,18.41952,18.2878,18.16,"NAN",25.76731
"2020-09-26 00:04:00",767,18.45542,18.43245,18.69842,18.53828,"NAN",25.78316
"2020-09-26 00:05:00",768,18.46195,18.44946,18.7702,18.66795,"NAN",25.75806
"2020-09-26 00:06:00",769,18.512,18.47862,18.89624,18.77254,"NAN",25.79355
"2020-09-26 00:07:00",770,18.48088,18.46501,18.91401,18.80845,"NAN",25.76172
"2020-09-26 00:08:00",771,18.48689,18.47372,18.77218,18.64317,"NAN",25.73789
"2020-09-26 00:09:00",772,18.71338,18.72337,18.94206,18.76388,"NAN",25.73158
"2020-09-26 00:10:00",773,18.86196,18.85653,18.78979,18.67552,"NAN",25.80609
"2020-09-26 00:11:00",774,18.74275,18.77255,18.8265,18.70463,"NAN",25.7646
"2020-09-26 00:12:00",775,18.72519,18.74944,18.85257,18.70534,"NAN",25.77151
"2020-09-26 00:13:00",776,18.82861,18.84778,18.89292,18.77048,"NAN",25.77124
"2020-09-26 00:14:00",777,18.84341,18.84127,19.01617,18.85443,"NAN",25.72995
"2020-09-26 00:15:00",778,18.88133,18.88223,19.01179,18.88259,"NAN",25.76071
"2020-09-26 00:16:00",779,18.82454,18.88515,18.9158,18.81342,"NAN",25.77443
"2020-09-26 00:17:00",780,18.80191,18.81992,18.94203,18.76481,"NAN",25.77628
"2020-09-26 00:18:00",781,18.70889,18.755,18.88243,18.74673,"NAN",25.75258
"2020-09-26 00:19:00",782,18.79411,18.82976,18.79119,18.65156,"NAN",25.75557
"2020-09-26 00:20:00",783,18.73614,18.78259,18.81285,18.67625,"NAN",25.76787
"2020-09-26 00:21:00",784,18.75886,18.80098,18.89118,18.74197,"NAN",25.75727
"2020-09-26 00:22:00",785,18.7745,18.82699,19.01729,18.8636,"NAN",25.74811
"2020-09-26 00:23:00",786,18.86512,18.90822,18.94246,18.80539,"NAN",25.77228
"2020-09-26 00:24:00",787,18.74058,18.76939,18.92251,18.74078,"NAN",25.76417
"2020-09-26 00:25:00",788,18.7473,18.82846,18.96333,18.78904,"NAN",25.75815
"2020-09-26 00:26:00",789,18.78532,18.8256,18.93474,18.82029,"NAN",25.7385
"2020-09-26 00:27:00",790,18.77886,18.82751,18.84544,18.70128,"NAN",25.76039
"2020-09-26 00:28:00",791,18.81356,18.80675,18.72134,18.59012,"NAN",25.78855
"2020-09-26 00:29:00",792,18.80225,18.78939,18.75112,18.59729,"NAN",25.76843
"2020-09-26 00:30:00",793,18.66534,18.72138,18.8957,18.77055,"NAN",25.75337
"2020-09-26 00:31:00",794,18.70736,18.73653,18.81904,18.7095,"NAN",25.74759
"2020-09-26 00:32:00",795,18.66135,18.71783,18.89863,18.77827,"NAN",25.7897
"2020-09-26 00:33:00",796,18.74528,18.79018,18.75932,18.6436,"NAN",25.75865
"2020-09-26 00:34:00",797,18.67407,18.67626,18.78388,18.61544,"NAN",25.75715
"2020-09-26 00:35:00",798,18.67311,18.68118,18.65918,18.53571,"NAN",25.75799
"2020-09-26 00:36:00",799,18.66406,18.7484,18.52289,18.34445,"NAN",25.77349
"2020-09-26 00:37:00",800,18.69338,18.73989,18.84772,18.68195,"NAN",25.77863
"2020-09-26 00:38:00",801,18.60745,18.64082,18.72334,18.52392,"NAN",25.7518
"2020-09-26 00:39:00",802,18.59826,18.59817,18.65955,18.44018,"NAN",25.73813
"2020-09-26 00:40:00",803,18.56898,18.61034,18.75656,18.59897,"NAN",25.76268
"2020-09-26 00:41:00",804,18.55951,18.61375,18.74131,18.56226,"NAN",25.77135
"2020-09-26 00:42:00",805,18.62638,18.68007,18.71437,18.53892,"NAN",25.75494
"2020-09-26 00:43:00",806,18.62012,18.66511,18.63833,18.53345,"NAN",25.75979
"2020-09-26 00:44:00",807,18.69501,18.75652,18.63091,18.49116,"NAN",25.77401
"2020-09-26 00:45:00",808,18.60803,18.67606,18.74058,18.52454,"NAN",25.75763
"2020-09-26 00:46:00",809,18.50527,18.56894,18.78089,18.55378,"NAN",25.76678
"2020-09-26 00:47:00",810,18.60578,18.65857,18.56515,18.3234,"NAN",25.76847
"2020-09-26 00:48:00",811,18.5033,18.55842,18.81027,18.53983,"NAN",25.7665
"2020-09-26 00:49:00",812,18.42535,18.48466,18.68614,18.53371,"NAN",25.79692
"2020-09-26 00:50:00",813,18.43587,18.52441,18.73223,18.59918,"NAN",25.78845
"2020-09-26 00:51:00",814,18.46884,18.57308,18.53257,18.28716,"NAN",25.81955
"2020-09-26 00:52:00",815,18.36053,18.46894,18.62818,18.33609,"NAN",25.80347
"2020-09-26 00:53:00",816,18.3109,18.41961,18.50277,18.27324,"NAN",25.78974
"2020-09-26 00:54:00",817,18.4379,18.5332,18.44102,18.13339,"NAN",25.7658
"2020-09-26 00:55:00",818,18.22729,18.33046,18.41268,18.0823,"NAN",25.80752
"2020-09-26 00:56:00",819,18.33598,18.49641,18.51411,18.27625,"NAN",25.8032
"2020-09-26 00:57:00",820,18.63311,18.72272,18.66513,18.34654,"NAN",25.78256
"2020-09-26 00:58:00",821,18.36835,18.4678,18.68632,18.52539,"NAN",25.80606
"2020-09-26 00:59:00",822,18.4358,18.5666,18.69756,18.50597,"NAN",25.78893
"2020-09-26 01:00:00",823,18.30846,18.43633,18.69577,18.43191,"NAN",25.76621
